,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1103,Hamed Junior Traorè\570bb4b9,ci CIV,MFFW,Sassuolo,it Serie A,21-305,2000,15,7,680,7.6,1,1,1,0,0,1,0,0.13,0.13,0.26,0.13,0.26,0.8,0.8,1.9,2.7,0.11,0.25,0.36,0.11,0.36,Matches
1104,Lago Junior\360d70f8,ci CIV,FWMF,Mallorca,es La Liga,30-352,1990,6,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.16,0.00,0.16,0.16,0.16,Matches
1105,Vinicius Júnior\7111d552,br BRA,FWMF,Real Madrid,es La Liga,21-159,2000,17,15,1338,14.9,10,4,10,0,0,3,0,0.67,0.27,0.94,0.67,0.94,6.2,6.2,2.7,8.9,0.42,0.18,0.60,0.42,0.60,Matches
1106,Jutglà\2a9f6b4d,es ESP,FW,Barcelona,es La Liga,22-320,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,10.23,10.23,0.00,10.23,Matches
1107,Jens Jønsson\53520a67,dk DEN,MF,Cádiz,es La Liga,28-342,1993,15,12,919,10.2,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.9,1.2,0.03,0.09,0.12,0.03,0.12,Matches
1108,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Brentford,eng Premier League,31-239,1990,7,5,428,4.8,1,0,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
1109,Ozan Kabak\2d61d13a,tr TUR,DF,Norwich City,eng Premier League,21-268,2000,8,8,652,7.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
1110,Christian Kabasele\914ab9a1,be BEL,DF,Watford,eng Premier League,30-297,1991,3,2,203,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Matches
1111,Issa Kaboré\c066d1a5,bf BFA,DF,Troyes,fr Ligue 1,20-220,2001,16,12,1016,11.3,0,1,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.1,0.1,1.6,1.7,0.01,0.14,0.15,0.01,0.15,Matches
1112,Pavel Kadeřábek\79c90e45,cz CZE,DF,Hoffenheim,de Bundesliga,29-237,1992,7,4,384,4.3,1,0,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.9,0.9,1.1,1.9,0.20,0.25,0.45,0.20,0.45,Matches
1113,Tino Kadewere\7d08063d,zw ZIM,FW,Lyon,fr Ligue 1,25-347,1996,5,1,152,1.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.1,0.66,0.00,0.66,0.66,0.66,Matches
1114,Florian Kainz\94c18565,at AUT,MFFW,Köln,de Bundesliga,29-055,1992,15,14,1091,12.1,2,2,2,0,0,1,1,0.16,0.16,0.33,0.16,0.33,2.0,2.0,2.5,4.5,0.17,0.21,0.37,0.17,0.37,Matches
1115,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Lens,fr Ligue 1,30-180,1991,15,11,938,10.4,2,1,2,0,0,1,0,0.19,0.10,0.29,0.19,0.29,2.3,2.3,2.5,4.8,0.22,0.24,0.46,0.22,0.46,Matches
1116,Sasa Kalajdzic\15f24fe7,at AUT,FW,Stuttgart,de Bundesliga,24-164,1997,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1117,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Paris S-G,fr Ligue 1,19-331,2002,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1118,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Lens,fr Ligue 1,19-331,2002,13,11,806,9.0,5,0,4,1,1,1,1,0.56,0.00,0.56,0.45,0.45,4.0,3.3,0.8,4.1,0.45,0.09,0.54,0.36,0.45,Matches
1119,Nikola Kalinić\d4931a5a,hr CRO,FW,Hellas Verona,it Serie A,33-347,1988,9,4,312,3.5,3,0,3,0,0,4,1,0.87,0.00,0.87,0.87,0.87,2.3,2.3,0.3,2.6,0.66,0.10,0.76,0.66,0.76,Matches
1120,Yayah Kallon\f95f49d2,sl SLE,FWMF,Genoa,it Serie A,20-171,2001,13,5,602,6.7,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,1.1,1.1,1.0,2.2,0.17,0.15,0.32,0.17,0.32,Matches
1121,Felix Kalu Nmecha\091c86e2,eng ENG,FWMF,Wolfsburg,de Bundesliga,21-069,2000,7,1,155,1.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.19,0.00,0.19,0.19,0.19,Matches
1122,Samuel Kalu\b8d22478,ng NGA,FWMF,Bordeaux,fr Ligue 1,24-114,1997,10,3,325,3.6,1,1,1,0,0,1,0,0.28,0.28,0.55,0.28,0.55,0.8,0.8,0.2,1.0,0.23,0.05,0.28,0.23,0.28,Matches
1123,Pierre Kalulu\85f7d1be,fr FRA,DF,Milan,it Serie A,21-196,2000,9,5,469,5.2,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.4,0.4,0.2,0.5,0.07,0.03,0.10,0.07,0.10,Matches
1124,Daichi Kamada\15b287da,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,25-135,1996,15,12,1077,12.0,1,1,1,0,0,0,0,0.08,0.08,0.17,0.08,0.17,2.3,2.3,1.7,4.0,0.19,0.14,0.34,0.19,0.34,Matches
1125,Boubacar Kamara\cc77354e,fr FRA,MF,Marseille,fr Ligue 1,22-025,1999,14,11,1014,11.3,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.5,1.1,0.05,0.05,0.10,0.05,0.10,Matches
1126,Hassane Kamara\19a12bed,ci CIV,MFDF,Nice,fr Ligue 1,27-090,1994,11,7,544,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.1,2.1,0.16,0.18,0.34,0.16,0.34,Matches
1127,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,de Bundesliga,31-070,1990,14,12,934,10.4,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,1.1,1.6,0.04,0.11,0.15,0.04,0.15,Matches
1128,Nordine Kandil\c5908bc4,fr FRA,FW,Strasbourg,fr Ligue 1,20-048,2001,2,0,29,0.3,0,1,0,0,0,0,0,0.00,3.10,3.10,0.00,3.10,0.0,0.0,0.4,0.4,0.00,1.12,1.12,0.00,1.12,Matches
1129,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,eng Premier League,28-143,1993,13,12,1099,12.2,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,3.8,3.8,2.3,6.2,0.31,0.19,0.51,0.31,0.51,Matches
1130,Lee Kangin\8455ad90,kr KOR,MFFW,Mallorca,es La Liga,20-302,2001,13,11,868,9.6,1,2,1,0,0,4,1,0.10,0.21,0.31,0.10,0.31,0.7,0.7,1.4,2.1,0.08,0.15,0.22,0.08,0.22,Matches
1131,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,eng Premier League,30-264,1991,8,6,495,5.5,2,0,2,0,0,1,0,0.36,0.00,0.36,0.36,0.36,0.5,0.5,0.5,0.9,0.09,0.08,0.17,0.09,0.17,Matches
1132,Atakan Karazor\5762be5c,de GER,MFDF,Stuttgart,de Bundesliga,25-066,1996,13,12,935,10.4,0,1,0,0,0,5,1,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.8,0.9,0.01,0.08,0.09,0.01,0.09,Matches
1133,Rick Karsdorp\9f84febe,nl NED,DF,Roma,it Serie A,26-310,1995,16,16,1398,15.5,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,2.1,2.2,0.00,0.14,0.14,0.00,0.14,Matches
1134,Grigoris Kastanos\2a82aa85,cy CYP,MF,Salernitana,it Serie A,23-322,1998,11,9,678,7.5,0,1,0,0,0,1,1,0.00,0.13,0.13,0.00,0.13,0.8,0.8,1.0,1.8,0.11,0.14,0.24,0.11,0.24,Matches
1135,Silas Katompa\de4cac2d,cd COD,FWDF,Stuttgart,de Bundesliga,23-073,1998,4,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
1136,Noah Katterbach\e27de4fa,de GER,DF,Köln,de Bundesliga,20-249,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1137,Moise Kean\3d50bcdb,it ITA,FW,Everton,eng Premier League,21-293,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1138,Moise Kean\3d50bcdb,it ITA,FW,Juventus,it Serie A,21-293,2000,11,4,359,4.0,2,0,2,0,0,2,0,0.50,0.00,0.50,0.50,0.50,1.5,1.5,0.0,1.5,0.38,0.01,0.39,0.38,0.39,Matches
1139,Michael Keane\c5b7c315,eng ENG,DF,Everton,eng Premier League,28-341,1993,17,17,1530,17.0,1,2,1,0,0,0,0,0.06,0.12,0.18,0.06,0.18,0.8,0.8,0.6,1.4,0.05,0.03,0.08,0.05,0.08,Matches
1140,Ilan Kebbal\37d04e90,dz ALG,MFFW,Reims,fr Ligue 1,23-162,1998,16,11,1057,11.7,1,4,1,0,0,1,0,0.09,0.34,0.43,0.09,0.43,0.8,0.8,2.2,3.0,0.06,0.19,0.26,0.06,0.26,Matches
1141,Wajdi Kechrida\11962fe7,tn TUN,DFMF,Salernitana,it Serie A,26-043,1995,14,8,766,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.03,0.08,0.11,0.03,0.11,Matches
1142,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,fr Ligue 1,25-088,1996,12,9,874,9.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1143,Habib Keita\cc588cbe,ml MLI,MF,Lyon,fr Ligue 1,19-316,2002,2,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.86,0.00,0.86,0.86,0.86,Matches
1144,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,eng Premier League,26-311,1995,8,5,379,4.2,2,1,2,0,0,0,0,0.47,0.24,0.71,0.47,0.71,0.9,0.9,0.8,1.8,0.22,0.20,0.42,0.22,0.42,Matches
1145,Yannik Keitel\d2c580ce,de GER,MF,Freiburg,de Bundesliga,21-306,2000,10,5,473,5.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.15,0.01,0.16,0.15,0.16,Matches
1146,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,eng Premier League,23-025,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1147,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,de Bundesliga,26-324,1995,12,10,840,9.3,3,0,3,0,0,2,0,0.32,0.00,0.32,0.32,0.32,1.0,1.0,0.6,1.7,0.11,0.07,0.18,0.11,0.18,Matches
1148,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,eng Premier League,24-278,1997,2,1,101,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
1149,Franck Kessié\05e19d6a,ci CIV,MF,Milan,it Serie A,24-364,1996,14,11,1012,11.2,3,0,1,2,3,1,0,0.27,0.00,0.27,0.09,0.09,3.5,1.1,0.8,1.9,0.31,0.07,0.38,0.10,0.17,Matches
1150,Saîf-Eddine Khaoui\796b1c41,tn TUN,MF,Clermont Foot,fr Ligue 1,26-235,1995,10,2,310,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.08,0.07,0.15,0.08,0.15,Matches
1151,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30-313,1991,18,17,1430,15.9,7,0,4,3,3,3,0,0.44,0.00,0.44,0.25,0.25,5.2,2.9,1.9,4.8,0.33,0.12,0.45,0.19,0.30,Matches
1152,Rani Khedira\59e4b92e,de GER,MF,Union Berlin,de Bundesliga,27-325,1994,15,15,1261,14.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.04,0.02,0.07,0.04,0.07,Matches
1153,Kike\e897d8ba,es ESP,FWMF,Osasuna,es La Liga,32-023,1989,16,13,1145,12.7,2,0,1,1,1,0,0,0.16,0.00,0.16,0.08,0.08,4.3,3.5,0.8,4.3,0.33,0.06,0.40,0.27,0.34,Matches
1154,Luca Kilian\610aa1e9,de GER,FW,Mainz 05,de Bundesliga,22-108,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1155,Luca Kilian\610aa1e9,de GER,DF,Köln,de Bundesliga,22-108,1999,12,8,771,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.05,0.02,0.06,0.05,0.06,Matches
1156,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,24-209,1997,17,17,1529,17.0,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.0,0.8,0.04,0.00,0.04,0.04,0.04,Matches
1157,Joshua Kimmich\49296448,de GER,MF,Bayern Munich,de Bundesliga,26-313,1995,11,11,971,10.8,3,3,3,0,0,0,0,0.28,0.28,0.56,0.28,0.56,1.7,1.7,3.2,4.9,0.16,0.30,0.46,0.16,0.46,Matches
1158,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,26-127,1995,14,13,1161,12.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.02,0.02,0.02,Matches
1159,Joshua King\43458538,no NOR,FW,Watford,eng Premier League,29-337,1992,14,13,1086,12.1,5,2,4,1,1,3,0,0.41,0.17,0.58,0.33,0.50,5.8,5.0,2.0,7.0,0.48,0.16,0.64,0.41,0.58,Matches
1160,Jakub Kiwior\dc3e663e,pl POL,DFMF,Spezia,it Serie A,21-306,2000,2,1,164,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
1161,Sofian Kiyine\ce1806be,ma MAR,MFFW,Venezia,it Serie A,24-077,1997,12,8,664,7.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.06,0.11,0.17,0.06,0.17,Matches
1162,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,it Serie A,32-267,1989,11,10,802,8.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,1.0,0.07,0.04,0.11,0.07,0.11,Matches
1163,Philipp Klement\0cddeaa7,de GER,MFFW,Stuttgart,de Bundesliga,29-100,1992,6,3,338,3.8,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.3,0.3,0.9,1.2,0.08,0.25,0.32,0.08,0.32,Matches
1164,Mateusz Klich\282679b4,pl POL,MF,Leeds United,eng Premier League,31-188,1990,12,9,779,8.7,1,1,1,0,0,2,0,0.12,0.12,0.23,0.12,0.23,1.3,1.3,1.2,2.5,0.15,0.13,0.29,0.15,0.29,Matches
1165,Mateo Klimowicz\2b7c56b4,de GER,FWMF,Stuttgart,de Bundesliga,21-165,2000,11,6,501,5.6,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.9,0.9,0.2,1.1,0.15,0.04,0.20,0.15,0.20,Matches
1166,Fabian Klos\e21042ae,de GER,FW,Arminia,de Bundesliga,34-016,1987,16,13,1139,12.7,3,1,1,2,2,1,0,0.24,0.08,0.32,0.08,0.16,4.8,3.3,1.2,4.4,0.38,0.09,0.47,0.26,0.35,Matches
1167,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,25-199,1996,10,9,782,8.7,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.3,0.4,0.02,0.03,0.05,0.02,0.05,Matches
1168,Justin Kluivert\4c3a6744,nl NED,MF,Nice,fr Ligue 1,22-227,1999,9,8,561,6.2,1,2,1,0,0,2,0,0.16,0.32,0.48,0.16,0.48,0.9,0.9,1.7,2.6,0.15,0.27,0.42,0.15,0.42,Matches
1169,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,25-206,1996,3,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.26,0.26,0.00,0.26,Matches
1170,Ansgar Knauff\19a967ab,de GER,FWMF,Dortmund,de Bundesliga,19-342,2002,5,0,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.07,0.11,0.18,0.07,0.18,Matches
1171,Robin Knoche\6bd5cd5d,de GER,DF,Union Berlin,de Bundesliga,29-210,1992,16,16,1440,16.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.01,0.00,0.01,0.01,0.01,Matches
1172,Gregor Kobel\cd59b9df,ch SUI,GK,Dortmund,de Bundesliga,24-012,1997,16,16,1395,15.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1173,Robin Koch\ea6bc03a,de GER,MF,Leeds United,eng Premier League,25-154,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1174,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,fr Ligue 1,19-284,2002,8,1,225,2.5,1,0,1,0,0,1,0,0.40,0.00,0.40,0.40,0.40,0.7,0.7,0.2,0.9,0.29,0.08,0.37,0.29,0.37,Matches
1175,Dominik Kohr\0fbecd11,de GER,MF,Mainz 05,de Bundesliga,27-321,1994,10,9,763,8.5,0,1,0,0,0,5,1,0.00,0.12,0.12,0.00,0.12,0.8,0.8,0.8,1.6,0.09,0.10,0.19,0.09,0.19,Matches
1176,Koba Koindredi\3a58d075,fr FRA,MF,Valencia,es La Liga,20-052,2001,6,1,106,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1177,Koke\55126f3b,es ESP,MF,Atlético Madrid,es La Liga,29-344,1992,13,13,1145,12.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,1.2,0.06,0.03,0.09,0.06,0.09,Matches
1178,Aleksandr Kokorin\fec5accc,ru RUS,FWMF,Fiorentina,it Serie A,30-274,1991,4,0,32,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1179,Aleksandar Kolarov\eda40760,rs SRB,DF,Inter,it Serie A,36-038,1985,3,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches
1180,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,28-181,1993,2,1,91,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1181,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,fr Ligue 1,23-013,1998,17,16,1415,15.7,6,2,6,0,0,1,0,0.38,0.13,0.51,0.38,0.51,4.3,4.3,1.9,6.2,0.28,0.12,0.40,0.28,0.40,Matches
1182,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,fr Ligue 1,30-078,1991,15,15,1268,14.1,1,2,1,0,0,2,1,0.07,0.14,0.21,0.07,0.21,1.2,1.2,0.6,1.8,0.08,0.04,0.13,0.08,0.13,Matches
1183,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,fr Ligue 1,25-356,1995,16,16,1393,15.5,1,1,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13,0.3,0.3,1.7,2.0,0.02,0.11,0.13,0.02,0.13,Matches
1184,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,eng Premier League,22-207,1999,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
1185,Geoffrey Kondogbia\cce181df,cf CTA,MFDF,Atlético Madrid,es La Liga,28-306,1993,11,6,595,6.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matches
1186,Kouadio Koné\86574238,fr FRA,MF,M'Gladbach,de Bundesliga,20-215,2001,11,11,870,9.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.03,0.06,0.09,0.03,0.09,Matches
1187,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,fr Ligue 1,26-166,1995,11,6,541,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.4,0.02,0.04,0.06,0.02,0.06,Matches
1188,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,eng Premier League,24-056,1997,16,16,1397,15.5,2,0,2,0,0,2,1,0.13,0.00,0.13,0.13,0.13,1.3,1.3,0.2,1.5,0.08,0.02,0.10,0.08,0.10,Matches
1189,Teun Koopmeiners\a26fb8aa,nl NED,MF,Atalanta,it Serie A,23-293,1998,13,8,755,8.4,2,1,2,0,0,2,0,0.24,0.12,0.36,0.24,0.36,0.6,0.6,1.5,2.1,0.07,0.18,0.25,0.07,0.25,Matches
1190,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,fr Ligue 1,36-099,1985,10,10,843,9.4,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
1191,Odilon Kossonou\1f3afdcb,ci CIV,DF,Leverkusen,de Bundesliga,20-348,2001,14,10,911,10.1,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.6,0.7,0.00,0.06,0.07,0.00,0.07,Matches
1192,Filip Kostić\b1cd37e6,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,29-047,1992,15,14,1268,14.1,3,6,3,0,0,1,0,0.21,0.43,0.64,0.21,0.64,1.1,1.1,5.8,6.9,0.08,0.41,0.49,0.08,0.49,Matches
1193,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,fr Ligue 1,25-001,1996,18,18,1601,17.8,1,1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,1.5,1.5,1.1,2.6,0.08,0.06,0.14,0.08,0.14,Matches
1194,Nianzou Kouassi\5853ac44,fr FRA,DFMF,Bayern Munich,de Bundesliga,19-194,2002,9,1,159,1.8,0,1,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,0.0,0.0,0.3,0.4,0.03,0.18,0.21,0.03,0.21,Matches
1195,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,30-181,1991,14,14,1235,13.7,2,1,2,0,0,2,1,0.15,0.07,0.22,0.15,0.22,1.5,1.5,0.1,1.6,0.11,0.00,0.12,0.11,0.12,Matches
1196,Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,es La Liga,23-036,1998,14,14,1260,14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.2,1.4,0.02,0.08,0.10,0.02,0.10,Matches
1197,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,fr Ligue 1,24-247,1997,14,14,1225,13.6,1,0,1,0,0,3,1,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.1,0.8,0.05,0.01,0.06,0.05,0.06,Matches
1198,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,eng Premier League,31-362,1989,15,13,1140,12.7,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.5,0.7,0.01,0.04,0.05,0.01,0.05,Matches
1199,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,eng Premier League,27-226,1994,9,8,702,7.8,1,5,1,0,0,1,0,0.13,0.64,0.77,0.13,0.77,1.1,1.1,1.8,2.8,0.14,0.22,0.36,0.14,0.36,Matches
1200,Viktor Kovalenko\9d60028d,ua UKR,MF,Spezia,it Serie A,25-307,1996,11,11,828,9.2,1,2,1,0,0,1,0,0.11,0.22,0.33,0.11,0.33,0.2,0.2,0.5,0.7,0.02,0.06,0.08,0.02,0.08,Matches
1201,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,eng Premier League,27-138,1994,6,5,452,5.0,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.0,0.2,0.03,0.01,0.04,0.03,0.04,Matches
1202,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,30-182,1991,15,13,1192,13.2,2,7,2,0,0,2,0,0.15,0.53,0.68,0.15,0.68,5.0,5.0,4.4,9.4,0.38,0.33,0.71,0.38,0.71,Matches
1203,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,30-302,1991,6,3,300,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08,Matches
1204,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,fr Ligue 1,24-154,1997,15,5,426,4.7,1,1,1,0,0,0,0,0.21,0.21,0.42,0.21,0.42,1.6,1.6,0.6,2.1,0.33,0.12,0.45,0.33,0.45,Matches
